solar,machine51,machine53,machine32,machine34,machine45,machine43,machine55,machine42
0.17884,869.27,728.45,582.53,398.26,1063.6,508.05,482.69,802.44
0.17835,955.9,927.18,589.42,543.39,774.67,581.01,894.8,585.24
0.17799,810.94,801.95,561.93,701.42,835.41,791.1,1064.2,797.35
0.17764,916.74,898.84,497.06,718.04,530.43,715.35,1101.7,640.7
0.17711,946.77,905.83,618.5,467.88,1016.9,890.26,963.22,595.59
0.17676,860.26,764.93,480.66,414.27,354.45,873.75,842.69,729.21
0.17622,848.6,1142.3,630.98,725.12,822.07,800.52,734.87,711.3
0.17575,838.92,993.89,585.89,350.54,507.27,578.13,987.81,766.33
0.17535,935.36,623.65,463.36,513.03,616.09,634.22,494.35,774.7
0.17495,857.7,966.2,535.56,336.51,565.07,895.21,1252.2,665.64
0.17465,893.82,906.04,593.24,715.82,402.06,861.27,927.81,613.21
0.17414,822.2,978.21,542.65,558.49,1022.9,730.73,522.25,603.67
0.17375,799.63,684.37,557.04,579.58,606.36,554.43,772.79,778.41
0.17327,848.98,998.96,477.23,578.03,959.99,572.33,849.33,585.78
0.17296,801.2,638.56,431.55,571.57,630.48,749.35,1173.1,764.76
0.17265,945.45,1009.1,608.19,617.04,520.44,781.44,1030.3,766.09
0.1722,903.56,767.17,518.75,629.45,738.95,876.36,578.22,800.99
0.17165,901.55,748.15,541.2,499.64,432.18,706.95,1261.2,670.72
0.17112,871.16,655.88,451.72,374.94,367.48,591.13,624.7,645.74
0.17062,790.7,1108.3,514.62,465.93,511.75,627.09,766.97,798.84
0.17041,851.28,907.88,409.97,547.11,870.78,745.93,876.18,770.47
0.16977,927.37,754,569.84,421.79,349.66,513.73,703.47,626.28
0.1692,764.45,674.54,496.23,615.93,799.48,763.92,811.98,790.31
0.16871,926.03,1062.5,498.34,670.08,598.21,716.55,894.42,768.19
0.16813,804.46,923.01,525.01,567.52,544.69,604.58,578.53,565.09
0.16773,802.87,765.62,510.4,700.8,354.37,755.29,1178.5,769.12
0.16728,772.7,1064.9,489.98,652.7,913.33,610.97,946.1,766.7
0.16696,754.82,622.83,476.18,360.31,356.69,780.93,690.58,752.64
0.16638,777.58,919.78,574.11,601.81,485.57,609.18,718.05,603.59
0.16589,802.48,623.91,488.04,479.63,351.05,718.16,464.05,575.77
0.16542,857.64,854.17,398.2,412.12,580.03,521.33,475.19,651.28
0.16471,802.2,983.93,501.55,619.65,632.74,466.74,415.88,570.88
0.16419,798.96,928.46,425.48,405.4,751.97,572.92,674.78,566.25
0.16389,801.05,1014,567.94,449.83,770.6,558.11,1188.2,688.27
0.16346,769.42,625.9,503.31,401.86,373.46,519.86,449.13,701.16
0.16296,860.73,965.09,442.95,643.73,722.25,461.93,687.73,660.63
0.16252,833.36,786.62,548.23,349.02,958.75,780.26,682.66,680.3
0.1619,777.71,609.97,489.87,612.08,818.5,821.52,674.74,619.02
0.16109,749.14,725.09,493.65,502.72,425.55,496.33,723.75,729.78
0.1603,751.01,801.88,409.02,621.18,812.17,665.96,712.99,638.67
0.15981,860.86,993.21,479.11,490.63,901.11,669.37,1019.4,680.49
0.15946,792.48,663.26,498.02,357.55,444.91,776.39,498.84,675
0.15906,785.33,849.03,522.51,402.08,345.46,764.32,691.36,677.3
0.15869,856.23,685.89,570.87,603.4,819.67,694.39,828.08,605.97
0.15788,840.3,834.58,527.01,658.44,813.58,765.27,778.06,725.95
0.15708,759.32,646.55,470.19,294.52,834.17,539.46,924.83,702.2
0.15636,810.21,852.5,419.79,460.59,898.37,528.27,554.37,568.5
0.15583,822.12,700.33,486.76,349.31,366.17,551.85,569.46,725.34
0.15551,845.46,559.14,483.99,296.26,575.31,630.07,1042.1,653.13
0.15494,736.76,962.79,514.51,488.12,865.89,570.7,648.98,649.22
0.15434,707.94,714.05,405.12,578.04,755.18,682.06,1091.2,696.61
0.1536,775.48,544.76,386.09,466.24,892.41,740.87,1102.1,730.75
0.1531,746,683.26,511.35,353.57,893.61,770.5,662.73,574.42
0.15246,791.67,861.36,512.32,491.65,364.18,631.61,413.99,672.68
0.1518,783.24,804.3,405.67,533.26,743.52,550.45,404.36,690.66
0.15108,796.25,759.79,490.77,558.83,502,754.33,813.36,553.06
0.15041,717.01,928.14,427.07,324.9,870.19,656.11,1114.7,527.97
0.14996,799.08,746.99,466.2,286.08,638.49,647.89,748.36,494.17
0.14946,749.57,546.97,510.02,482.34,712.05,650.66,839.55,706.38
0.14889,696.35,733.25,507.85,445.59,751.84,481.17,887.11,694.29
0.14825,691.26,709.29,363.26,347.18,691.55,725.15,626.17,480.88
0.14768,798.23,725.56,515.77,382.06,703.59,419.68,747.5,550.97
0.14682,710.06,933.81,484.61,381.95,665.31,557.54,790.28,695.24
0.14562,744.98,575.46,495.98,515.91,354.65,464.13,580.31,564.68
0.1449,728.63,626.74,491.73,536.53,448.47,619.84,435.83,619.01
0.14412,698.61,793.89,396.96,494.77,515.24,539.06,509.44,628.25
0.14379,764.87,902.93,433.81,325.48,634.35,471.01,654.54,656.4
0.14318,705.73,898.72,407.73,497.65,623.47,435.56,653.17,670
0.14224,647.99,661.73,382.46,333.81,487.67,713.75,712.99,637.98
0.14183,687.93,691.58,502.27,300.57,323.55,637.48,1015.3,478.58
0.14145,728.69,557.04,457.26,466.98,307.63,666.92,1051.1,551.47
0.14096,682.89,513.98,376.39,450.27,620.98,480.1,813.55,464.61
0.14042,763.97,530.46,393.29,472.17,563.89,572.11,617.24,622.11
0.13941,666.73,759.48,488.86,361.57,732.42,653.88,435.18,481.22
0.13859,681.19,770.86,442.01,475.65,282.39,430.84,875.85,630.2
0.13789,723.51,873.35,483.13,322.03,556.96,646.79,704.94,577.47
0.1373,694.47,781.62,339.95,409.51,400.86,495.6,721.93,602.71
0.13683,672.17,687.3,349.58,316.85,433.94,530.9,506.48,495.51
0.13616,734.1,715.97,480.15,447.06,408.86,414.75,712.35,532.14
0.13555,703.71,783.25,390.29,428.58,382.57,686.49,686.43,493.67
0.13467,636.87,856.33,434.62,471.19,623.2,628.84,727.53,539.37
0.13393,720.36,626.63,360.42,331.59,752.55,600.85,906.06,509.71
0.13311,683.26,478.49,466.42,389.66,543.04,617.52,556.54,559.27
0.13214,637.81,585.81,419.57,375.38,318.65,444.87,972.38,570.6
0.13123,677.08,587.69,318.08,415.89,281.54,450.83,453.18,514.28
0.13064,688.27,703.32,362.86,326.71,302.15,419.69,797.71,436.73
0.12977,703.08,621.48,323.87,411.78,691.3,471.55,830.46,562.34
0.12873,655.34,596.13,369.78,364.03,475.27,428.07,641.55,420.14
0.12656,641,461.62,436.22,489.04,424.36,650.22,920.58,605.18
0.1245,579.87,436.83,335.87,327.56,365.19,574.44,451.88,487.71
0.1237,588.74,561.28,430.92,226.43,312.82,461.57,829.18,438.05
0.12446,676.49,797.74,354.76,518.23,309.71,575.81,671.71,521.99
0.12494,623.45,519.93,321.47,415.36,650.91,550.64,606.97,588.62
0.12423,632.51,519.31,400.09,319.21,620.6,645.43,478.11,582.75
0.12354,641.97,467.7,332.95,499.5,484.18,607.59,790.24,398.95
0.12259,646.14,681.28,421.85,391.45,552.19,375.95,437.46,399.42
0.12171,601.81,545.24,334.07,364.1,331.89,613.56,876.44,504.66
0.12107,544.9,751.71,389.77,239.38,724.65,430.36,792.52,476.8
0.12015,611.23,592.68,368.02,266.83,522.54,381.06,567.99,487.84
0.11928,591.87,715.98,428.87,493.04,594.47,391.24,319.87,417.7
0.11841,601.24,637.62,336.02,394.04,658.98,403.6,465.57,402.68
0.11742,590.45,700.09,324.04,433.33,440.09,483.92,872.49,505.33
0.11639,636.69,440.88,404.78,225.83,290.2,502.09,506.37,431.97
0.11502,609.1,506.67,359.88,334.56,364.65,551.83,615.65,381.03
0.11423,544.45,458.35,350.95,261.01,453.43,519.79,831.01,504.86
0.11331,518.99,715.55,404.46,369.07,660.62,407.2,793.89,362.67
0.11223,559.27,442.46,311.77,248.17,490.62,491.37,476.39,368.78
0.11111,505.23,407.5,276.2,204.18,654.95,507.05,695.76,361.47
0.10998,507.87,471.16,381.87,454.56,657.3,399.5,435.71,384.9
0.10893,571.12,615.88,286.11,309.51,237.72,476.35,697.7,498.95
0.10809,571.31,518.9,304.54,208.94,570.49,330.17,273.51,393.46
0.10727,583.85,592.43,307.09,413.71,504.1,456.91,503.86,508.25
0.10631,565.9,375.44,273.22,314.55,459.54,372.43,499.07,407.95
0.10535,488.56,669.88,298.37,401.27,228.13,402.16,303.23,390.03
0.10445,568.85,633.35,272.44,322.35,332.11,518.81,303.64,465.85
0.10358,484.16,586.24,277.42,237.93,296.7,532.8,456.69,436.73
0.10276,467.19,431.18,354.49,298.44,206.77,402.38,680.28,472.16
0.10175,488.51,428.17,345.74,290.05,409.88,330.19,331.45,473.23
0.10091,554.26,471.26,342.29,412.68,562.6,486.21,597.01,350.64
0.099907,473.31,479.84,242.78,244.25,591.51,354.72,535.38,417.48
0.098842,533.9,463.39,319.39,226.42,222.53,424.4,587.13,363.23
0.097916,496.59,435.59,330.11,262.14,469.52,423.02,717.03,344.79
0.096998,494.51,363.85,296.16,371.58,209.79,348.27,586.52,443.91
0.095992,480.05,622.44,279.76,234.38,373.58,305.83,316.25,348.39
0.095208,500.52,507.23,338.97,348.08,408.58,369.46,374.67,419.28
0.094291,433.2,360.22,309.45,249.97,407.57,331.64,572.19,356.11
0.093318,486.97,605.26,233.34,272.83,221.65,423.7,658.84,311.52
0.092231,462.99,475.72,297.18,232.35,406.51,302.19,533.44,398.19
0.091245,452.55,362.51,265.17,294.77,300.13,437.41,284.08,328.65
0.090295,490.99,493.52,298.29,338.25,198.08,342.7,553.28,309.03
0.089188,457.76,378.2,303.95,339.63,340.01,334.23,651.79,286.57
0.088232,432.2,437.93,277.21,173.64,226.82,385.59,316.9,299.16
0.08726,396.44,348.75,262.94,338.7,441.98,272.59,246.48,373.12
0.086373,430.33,430.68,239.79,222.53,486.83,335.2,539.24,302
0.085349,391.32,351.73,262.08,289.17,491.34,247.22,283.21,332.95
0.084284,406.73,317.73,284.24,232.53,389.5,350.66,212.03,357.55
0.083252,401.03,357.8,245.8,274.36,433.53,345.23,218.45,372.11
0.082259,392.63,490.98,265.39,267.29,291.84,243.26,616.37,350.23
0.081131,383.68,306.41,218.17,321.78,232.8,320.54,571.66,284.77
0.080181,396.73,429.24,249.61,272.46,246.21,306.07,520.9,376.18
0.07909,393.06,349.49,231.52,200.61,245.18,247.79,263.59,315.6
0.078137,358.38,490.74,201.45,170.74,380.6,345.35,335.41,261.35
0.077097,347.57,356.06,257.96,221.54,184.92,364.98,446.95,302.51
0.075998,382.53,386.07,239.82,254.73,210.31,359.03,264.69,293.21
0.074809,354.27,322.92,180.32,301.32,305.29,292.8,382.85,279.7
0.073862,356.93,477.51,219.26,265.35,345.66,347.85,285.31,269.91
0.072888,380.28,295.48,247.85,160.88,423.7,330.48,231.15,332.73
0.071835,390.18,373,206.78,205.44,345.29,245.97,189.83,338.83
0.070561,387.81,411.97,253.12,209.57,177.24,276.21,438.39,301.82
0.069541,373.71,401.58,218.4,171.04,232.65,334.19,308.03,231.47
0.0685,367.54,329.22,178.55,124.01,315.78,252.58,300.06,267.57
0.06786,340.39,298.61,201.82,123.17,182.25,239.45,422.25,280.22
0.066926,348.1,395.8,229.05,139.38,309.8,308.33,402.27,278.96
0.066126,300.1,270.16,184.94,221.05,189.76,197.36,489.53,233.48
0.064995,356.39,346.5,175.33,197.79,315.31,222.52,199.76,265.15
0.063842,301.26,283.24,227.77,162.29,369.32,241.66,162.9,235.97
0.062933,292.97,407.95,185.04,195.63,191.9,309.51,189.76,284.31
0.061961,305.29,387.94,187.97,241.03,211.36,233,340.14,288.64
0.060733,281.37,220.25,174.99,196.15,344.88,212.87,317.34,270.3
0.059531,287.38,225.37,174.43,111.31,279.89,182.63,208.25,241
0.058298,298.92,269.38,182.34,223.36,280.28,218.2,312.44,209.85
0.057434,300.23,260.18,143.26,145.04,183.88,164.02,194.16,262.9
0.0565,291.31,342.93,153.97,223.19,160.19,288.94,258.31,201.55
0.05558,295.6,254.63,166.84,199.78,296.1,208.24,165.81,201.46
0.054571,288.79,344.38,168.18,221.08,239.51,282.19,344.44,190.84
0.053508,268.44,290.04,184.21,173.38,320.97,166.41,212.26,212.05
0.052529,243.19,219.8,137.48,179.27,173.51,246.75,274.73,187.47
0.051498,267.11,187.83,158.98,215.52,177.77,213.25,367.51,186.21
0.050492,269.25,203.25,174.49,124.77,272.55,239.14,173.98,240.63
0.04969,236.21,289.97,167.6,148.83,281.39,151.17,157.97,227.25
0.048646,219.81,276.55,164.42,101.13,192.36,176.77,309.85,177.87
0.047615,253.52,191.37,163.62,191.53,131.63,139.08,249.61,153.09
0.046697,248.82,290.72,151.59,111.33,203.46,235.98,325.83,194.72
0.045694,241.83,274.55,140.38,82.326,137.32,175.31,212.63,210.21
0.044591,203.68,201.54,116.49,106.59,219,155.7,164.4,152.66
0.04354,205.54,259.18,124.26,147.92,250.06,166.48,240.6,206.88
0.042558,207.03,233.78,118.21,167.07,135.43,149.33,299.41,169.75
0.041598,195.81,148.82,108.33,105.06,243.17,194.71,244.03,189.07
0.040603,199.8,227.83,120.9,153.05,152.24,197.49,103.31,194.64
0.039537,188.8,142.35,102.1,116.67,219.64,137.6,253.85,137.3
0.038586,201.86,163.6,96.397,148.44,183.14,196.77,286.51,156.49
0.037623,203.39,185.48,130.46,69.875,94.619,172.22,167.62,144.09
0.03655,186.47,130.54,104.72,70.768,173.92,147.99,105.28,140.72
0.035521,175.13,194.58,94.559,70.851,137.49,161.58,197.85,164.85
0.034598,164.44,143.94,92.826,129.55,166.41,169.82,209.49,147.31
0.033599,165.96,174.32,120.56,137.67,112.46,106.61,154.06,137.32
0.032601,147.67,198.87,113.23,97.582,92.493,147.74,195.56,128.36
0.031641,147.78,186.15,109.68,67.777,182.21,88.616,148.53,101.82
0.030735,145.52,172.76,99.366,74.879,101.62,92.935,83.23,135.69
0.029857,144.06,151.24,105.76,101.68,116.22,130.13,174.01,106.54
0.028951,153.58,145,84.56,101.38,122.2,98.78,83.262,119.93
0.028026,145.01,147.53,85.211,82.236,92.353,107.46,177.25,134.37
0.027124,129.25,159.38,69.478,51.136,103.5,112.59,99.122,93.079
0.026194,135.61,119.5,78.911,90.822,114.76,105.16,167.17,112.54
0.025231,121.6,151.3,80.563,80.966,52.388,121.33,77.46,114.67
0.024419,118.13,116.93,81.866,52.251,108.24,122.91,138.75,80.007
0.023539,122.37,100.54,76.01,62.888,98.101,78.46,165.42,89.394
0.022635,103.64,81.323,71.352,91.644,74.237,103.86,89.287,76.935
0.020125,100.91,93.833,71.933,50.319,87.933,83.946,112.28,82.461
0.013971,66.78,55.263,45.82,26.479,72.74,52.746,92.908,66.413
0.0082243,40.484,30.115,27.506,27.241,33.187,34.233,33.275,36.149
0.0064854,31.368,39.886,18.162,24.064,33.848,18.941,29.266,30.769
0.0063068,30.994,28.327,19.952,24.339,32.5,25.808,39.155,27.646
0.0061153,30.239,37.005,18.306,24.924,31.746,19.076,22.559,20.819
0.0059407,29.906,21.803,17.598,24.704,28.093,29.051,29.591,21.744
0.005741,26.885,36.649,18.988,23.428,26.897,18.638,22.672,18.906
0.005559,25.261,24.119,14.479,19.04,31.184,20.261,16.681,24.842
0.0053893,26.776,29.975,17.352,15.152,24.992,23.283,27.624,18.895
0.005233,26.227,30.064,15.196,18.682,24.835,26.656,21.139,19.612
0.0050658,24.757,18.128,16.009,15.991,17.538,19.308,24.371,18.759
0.0048753,23.039,18.759,12.484,19.85,19.354,22.405,19.768,15.661
0.0046743,23.912,21.374,14.858,17.904,11.244,19.688,25.297,18.86
0.0044689,22.142,28.601,11.703,14.044,20.136,12.836,25.523,20.293
0.0042522,20.815,20.462,10.638,13.587,23.331,14.018,12.642,14.886
0.0040398,20.877,23.016,12.754,11.811,13.159,17.531,21.452,17.217
0.0038436,17.776,21.225,12.362,15.499,20.43,12.405,27.852,13.527
0.0036514,17.226,12.873,10.081,8.9778,15.868,13.699,12.532,13.979
0.003459,16.1,20.743,8.9232,11.868,17.296,9.8089,11.108,11.239
0.0032714,17.367,11.913,10.466,9.4689,17.05,11.974,8.5928,11.613
0.0030798,16.048,15.851,10.606,11.005,7.4312,15.804,19.075,9.9236
0.0029059,15.05,14.403,7.0953,6.0288,6.7026,12.376,10.657,9.9593
0.0027389,13.777,17.23,8.601,9.465,8.0461,9.0286,7.359,11.672
0.0025606,12.822,12.694,8.7933,10.543,12.902,8.6858,15.06,11.305
0.0024034,12.224,14.342,8.4412,8.0037,4.9888,7.7928,6.3298,11.286
0.0022391,11.161,13.176,6.6014,6.6863,8.2912,11.062,15.386,9.4336
0.0020915,10.023,9.1505,5.6358,7.3004,10.664,9.9858,13.66,7.5421
0.0019327,10.244,10.415,5.1753,5.2464,7.3689,7.7333,10.055,7.2519
0.0017845,8.5503,10.012,6.283,5.7568,7.8025,8.1604,7.7862,7.0046
0.0016696,8.3637,10.495,4.9102,5.5595,6.4071,6.8939,4.5182,7.4857
0.0015419,7.9741,6.3234,3.7276,5.5997,6.5841,6.7384,8.7485,6.7459
0.0014084,7.5878,7.7433,3.5842,4.9478,5.3365,6.1104,8.0908,6.0358
0.0012814,5.8416,5.3458,3.3336,5.162,5.2036,5.6587,7.482,4.2674
0.0011584,5.4733,5.0418,4.0502,2.722,3.4687,5.1235,6.6518,5.0109
0.0010301,5.4977,5.8529,2.4963,3.2973,5.8546,3.1109,5.4315,4.8304
0.00092456,4.3449,4.6931,2.3596,3.3256,3.0129,3.0041,6.8436,4.0131
0.00081697,4.3509,4.5339,2.6366,2.5114,2.2511,3.2542,4.328,3.697
0.00072185,3.3948,3.6693,2.4322,1.9145,3.0253,3.2641,2.5356,3.0534
0.00061859,2.7837,3.1174,1.9076,1.1239,3.4455,2.969,3.944,2.7595
0.00052386,2.5531,2.0729,1.4787,1.754,3.0005,1.5841,3.2447,1.7227
0.00043406,2.2819,2.1228,1.0652,1.6585,1.1541,1.3352,1.6745,1.6073
0.00034442,1.7586,1.9055,1.2348,1.441,1.7325,1.1917,2.504,1.3287
0.00027334,1.2893,1.4726,0.6609,0.52042,0.74378,0.89687,1.6665,1.0684
0.00019768,1.0567,0.92306,0.67312,0.71091,0.85705,0.6297,1.0169,0.77893
0.00012445,0.60725,0.47038,0.33738,0.32431,0.43563,0.39214,0.50823,0.45423
5.48E-05,0.29157,0.24806,0.18888,0.1339,0.2796,0.23358,0.14194,0.23689
3.61E-12,1.63E-08,2.00E-08,1.25E-08,1.02E-08,1.63E-08,1.52E-08,1.31E-08,1.61E-08
3.61E-12,1.73E-08,2.27E-08,9.96E-09,1.11E-08,1.20E-08,1.22E-08,1.89E-08,1.22E-08
3.61E-12,1.67E-08,1.37E-08,1.00E-08,1.35E-08,1.46E-08,1.76E-08,2.67E-08,1.34E-08
3.61E-12,1.70E-08,1.83E-08,1.02E-08,1.39E-08,1.10E-08,1.74E-08,1.96E-08,1.57E-08
3.61E-12,1.75E-08,1.27E-08,9.50E-09,1.09E-08,7.57E-09,1.49E-08,1.40E-08,1.56E-08
3.61E-12,1.94E-08,1.29E-08,1.01E-08,1.02E-08,8.38E-09,1.08E-08,1.03E-08,1.68E-08
3.61E-12,1.98E-08,1.69E-08,1.00E-08,1.13E-08,1.87E-08,1.70E-08,2.46E-08,1.62E-08
3.61E-12,1.63E-08,2.26E-08,8.74E-09,6.76E-09,1.75E-08,1.48E-08,1.85E-08,1.45E-08
3.61E-12,1.65E-08,1.51E-08,9.17E-09,1.51E-08,8.24E-09,1.06E-08,2.10E-08,1.35E-08
3.61E-12,1.67E-08,1.95E-08,1.19E-08,1.35E-08,1.11E-08,1.39E-08,1.63E-08,1.51E-08
3.61E-12,1.90E-08,2.28E-08,9.24E-09,8.72E-09,1.27E-08,1.87E-08,1.52E-08,1.68E-08
3.61E-12,1.71E-08,1.50E-08,1.30E-08,1.47E-08,1.64E-08,1.45E-08,1.55E-08,1.60E-08
3.61E-12,1.91E-08,1.30E-08,8.89E-09,9.30E-09,1.88E-08,1.56E-08,2.68E-08,1.25E-08
3.61E-12,1.85E-08,1.60E-08,9.04E-09,1.41E-08,1.58E-08,1.27E-08,1.21E-08,1.35E-08
3.61E-12,1.65E-08,1.97E-08,9.73E-09,1.31E-08,1.15E-08,1.37E-08,1.00E-08,1.17E-08
3.61E-12,1.69E-08,1.56E-08,8.95E-09,9.39E-09,7.94E-09,1.10E-08,1.03E-08,1.68E-08
3.61E-12,1.74E-08,1.91E-08,1.03E-08,1.47E-08,1.79E-08,1.78E-08,1.98E-08,1.55E-08
3.61E-12,1.77E-08,1.51E-08,9.24E-09,7.99E-09,2.08E-08,1.04E-08,2.49E-08,1.46E-08
3.61E-12,1.92E-08,1.75E-08,1.02E-08,1.31E-08,1.24E-08,1.49E-08,2.51E-08,1.64E-08
3.61E-12,1.71E-08,1.74E-08,1.23E-08,7.82E-09,1.82E-08,1.77E-08,1.81E-08,1.49E-08
3.61E-12,1.93E-08,2.33E-08,1.21E-08,9.54E-09,1.45E-08,1.23E-08,1.82E-08,1.20E-08
3.61E-12,1.65E-08,1.95E-08,1.13E-08,7.21E-09,1.60E-08,1.48E-08,2.45E-08,1.53E-08
3.61E-12,1.72E-08,1.38E-08,8.93E-09,1.19E-08,1.73E-08,1.25E-08,1.66E-08,1.37E-08
3.61E-12,1.65E-08,1.34E-08,9.19E-09,1.24E-08,1.04E-08,1.22E-08,9.18E-09,1.58E-08
3.61E-12,1.83E-08,1.86E-08,1.19E-08,1.36E-08,1.29E-08,1.13E-08,1.26E-08,1.57E-08
3.61E-12,1.87E-08,1.33E-08,1.03E-08,1.08E-08,1.84E-08,1.14E-08,1.78E-08,1.20E-08
3.61E-12,1.91E-08,1.69E-08,9.69E-09,7.20E-09,8.36E-09,1.81E-08,1.27E-08,1.71E-08
3.61E-12,1.75E-08,2.30E-08,1.02E-08,7.05E-09,1.61E-08,1.49E-08,2.54E-08,1.27E-08
3.61E-12,1.91E-08,1.64E-08,1.29E-08,1.37E-08,1.75E-08,1.20E-08,9.31E-09,1.28E-08
3.61E-12,1.82E-08,1.38E-08,1.24E-08,1.44E-08,1.20E-08,1.42E-08,9.08E-09,1.34E-08
3.61E-12,1.80E-08,1.55E-08,1.16E-08,1.44E-08,1.55E-08,1.24E-08,2.58E-08,1.19E-08
3.61E-12,1.85E-08,2.29E-08,1.09E-08,1.48E-08,1.12E-08,1.47E-08,2.55E-08,1.28E-08
3.61E-12,1.92E-08,1.41E-08,1.06E-08,1.41E-08,1.74E-08,1.44E-08,2.00E-08,1.20E-08
3.61E-12,1.71E-08,1.29E-08,1.23E-08,6.63E-09,1.52E-08,1.11E-08,1.96E-08,1.52E-08
3.61E-12,1.89E-08,1.60E-08,1.26E-08,1.33E-08,8.68E-09,1.25E-08,2.54E-08,1.22E-08
3.61E-12,1.91E-08,1.37E-08,1.20E-08,1.22E-08,1.84E-08,1.82E-08,1.22E-08,1.17E-08
3.61E-12,1.93E-08,1.78E-08,9.14E-09,7.27E-09,8.89E-09,1.16E-08,2.66E-08,1.32E-08
3.61E-12,1.84E-08,2.19E-08,9.73E-09,1.28E-08,1.30E-08,1.28E-08,2.08E-08,1.38E-08
3.61E-12,1.67E-08,2.32E-08,1.09E-08,1.09E-08,1.19E-08,1.18E-08,2.46E-08,1.31E-08
3.61E-12,1.82E-08,1.86E-08,1.28E-08,8.84E-09,1.11E-08,1.28E-08,1.91E-08,1.37E-08
3.61E-12,1.71E-08,2.00E-08,9.80E-09,1.48E-08,1.44E-08,1.38E-08,1.93E-08,1.51E-08
3.61E-12,1.92E-08,2.22E-08,9.36E-09,7.27E-09,1.17E-08,1.54E-08,1.59E-08,1.69E-08
3.61E-12,1.65E-08,2.34E-08,1.16E-08,1.18E-08,9.36E-09,1.04E-08,1.94E-08,1.17E-08
3.61E-12,1.88E-08,1.50E-08,9.77E-09,1.48E-08,9.85E-09,1.70E-08,9.75E-09,1.33E-08
3.61E-12,1.97E-08,1.55E-08,9.19E-09,1.18E-08,1.65E-08,1.77E-08,2.52E-08,1.19E-08
3.61E-12,1.90E-08,2.19E-08,1.08E-08,7.15E-09,8.53E-09,1.18E-08,2.31E-08,1.39E-08
3.61E-12,1.92E-08,1.42E-08,1.18E-08,7.80E-09,1.93E-08,1.48E-08,2.64E-08,1.20E-08
3.61E-12,1.96E-08,1.65E-08,8.96E-09,1.49E-08,1.66E-08,1.38E-08,1.98E-08,1.36E-08
3.61E-12,1.70E-08,1.30E-08,9.33E-09,9.74E-09,1.99E-08,1.39E-08,2.05E-08,1.38E-08
3.61E-12,1.93E-08,2.09E-08,9.21E-09,7.30E-09,1.68E-08,1.34E-08,1.10E-08,1.52E-08
3.61E-12,1.85E-08,2.25E-08,1.13E-08,1.07E-08,1.56E-08,1.86E-08,1.84E-08,1.36E-08
3.61E-12,1.98E-08,2.34E-08,1.26E-08,1.29E-08,1.68E-08,1.65E-08,1.69E-08,1.39E-08
3.61E-12,1.70E-08,2.22E-08,1.27E-08,1.47E-08,8.76E-09,1.06E-08,1.20E-08,1.46E-08
3.61E-12,1.65E-08,1.27E-08,9.06E-09,1.18E-08,8.03E-09,1.58E-08,1.94E-08,1.20E-08
3.61E-12,1.71E-08,1.64E-08,9.22E-09,1.29E-08,1.37E-08,1.03E-08,2.13E-08,1.66E-08
3.61E-12,1.68E-08,2.14E-08,9.76E-09,6.71E-09,1.49E-08,1.82E-08,2.29E-08,1.39E-08
3.61E-12,1.88E-08,1.79E-08,1.06E-08,1.47E-08,1.56E-08,1.69E-08,2.19E-08,1.24E-08
3.61E-12,1.88E-08,1.69E-08,9.22E-09,1.21E-08,1.44E-08,1.07E-08,1.85E-08,1.34E-08
3.61E-12,1.93E-08,1.27E-08,9.54E-09,1.41E-08,1.04E-08,1.29E-08,1.52E-08,1.62E-08
3.61E-12,1.83E-08,2.14E-08,9.04E-09,8.17E-09,1.63E-08,1.07E-08,2.24E-08,1.50E-08
3.61E-12,1.91E-08,1.44E-08,1.19E-08,1.31E-08,2.00E-08,1.38E-08,1.24E-08,1.33E-08
3.61E-12,1.74E-08,1.74E-08,1.02E-08,1.19E-08,2.08E-08,1.26E-08,1.34E-08,1.69E-08
3.61E-12,1.96E-08,1.60E-08,9.00E-09,1.33E-08,9.11E-09,1.41E-08,1.70E-08,1.51E-08
3.61E-12,1.67E-08,1.91E-08,9.24E-09,7.50E-09,1.36E-08,1.25E-08,2.61E-08,1.45E-08
3.61E-12,1.79E-08,1.60E-08,1.07E-08,1.33E-08,9.66E-09,1.03E-08,2.18E-08,1.51E-08
3.61E-12,1.77E-08,2.25E-08,1.07E-08,1.44E-08,1.44E-08,1.82E-08,2.17E-08,1.56E-08
3.61E-12,1.63E-08,1.85E-08,1.05E-08,1.19E-08,1.51E-08,1.20E-08,1.90E-08,1.65E-08
3.61E-12,1.63E-08,1.40E-08,1.20E-08,6.68E-09,9.28E-09,1.29E-08,2.54E-08,1.51E-08
3.61E-12,1.63E-08,1.60E-08,9.50E-09,8.89E-09,7.61E-09,1.73E-08,2.28E-08,1.57E-08
3.61E-12,1.92E-08,2.09E-08,9.19E-09,9.83E-09,7.63E-09,1.01E-08,9.15E-09,1.25E-08
3.61E-12,1.68E-08,1.82E-08,1.05E-08,1.16E-08,1.12E-08,1.52E-08,1.96E-08,1.23E-08
3.61E-12,1.65E-08,1.30E-08,9.40E-09,1.10E-08,1.94E-08,1.28E-08,1.25E-08,1.19E-08
3.61E-12,1.97E-08,1.53E-08,1.14E-08,8.29E-09,1.07E-08,1.66E-08,1.18E-08,1.63E-08
3.61E-12,1.66E-08,2.33E-08,1.15E-08,8.96E-09,1.97E-08,1.04E-08,2.28E-08,1.67E-08
